Date,Open,High,Low,Close,Adj Close,Volume
2023-06-08,826.299988,829.075012,787.500000,790.924988,789.761047,4000702
2023-06-09,795.000000,813.474976,790.049988,795.700012,794.529053,2402578
2023-06-12,792.275024,804.650024,775.025024,798.025024,796.850647,2145086
2023-06-13,802.400024,818.025024,799.000000,807.500000,806.311646,3126096
2023-06-14,810.000000,828.250000,801.000000,807.500000,806.311646,3273818
2023-06-15,819.799988,862.000000,816.849976,827.200012,825.982666,3020929
2023-06-16,835.650024,838.750000,806.000000,821.250000,820.041443,5484855
2023-06-19,821.250000,822.900024,796.000000,801.349976,800.170654,2013822
2023-06-20,804.150024,821.549988,803.400024,813.349976,812.153015,2465530
2023-06-21,815.000000,824.000000,812.349976,819.700012,818.493713,2411903
2023-06-22,819.700012,820.000000,800.799988,803.549988,802.367432,1296116
2023-06-23,805.000000,805.799988,763.599976,766.099976,764.972534,3998287
2023-06-26,768.849976,801.000000,755.000000,799.200012,798.023865,2481282
2023-06-27,806.900024,812.450012,796.000000,799.400024,798.223572,2183861
2023-06-28,799.400024,799.400024,799.400024,799.400024,798.223572,0
2023-06-30,797.000000,807.900024,781.049988,802.549988,801.368896,2768487
2023-07-03,802.549988,823.599976,793.549988,818.349976,817.145630,1933461
2023-07-04,820.000000,820.000000,802.000000,804.049988,802.866699,4681610
2023-07-05,809.799988,829.500000,803.150024,825.650024,824.434937,2773841
2023-07-06,830.000000,835.700012,811.099976,813.849976,812.652283,2335648
2023-07-07,819.700012,829.750000,812.849976,821.150024,819.941589,1394598
2023-07-10,823.000000,827.049988,807.000000,812.250000,811.054688,1168151
2023-07-11,815.000000,827.450012,806.900024,825.250000,824.035522,1263675
2023-07-12,829.000000,849.000000,828.049988,841.750000,840.511230,2108364
2023-07-13,845.000000,846.950012,823.000000,832.849976,831.624329,1999048
2023-07-14,843.000000,847.549988,818.599976,832.849976,831.624329,2867467
2023-07-17,834.400024,842.200012,824.500000,828.900024,827.680176,1014792
2023-07-18,828.900024,834.000000,814.200012,824.099976,822.887207,1190878
2023-07-19,816.299988,830.000000,816.299988,819.849976,818.643433,1152379
2023-07-20,821.950012,824.000000,808.599976,812.599976,811.404114,682293
2023-07-21,814.299988,824.599976,795.000000,800.200012,799.022400,1723154
2023-07-24,801.500000,818.500000,784.900024,817.700012,816.496643,1187664
2023-07-25,816.500000,816.500000,799.000000,804.599976,803.415894,1595429
2023-07-26,804.599976,814.700012,800.049988,806.900024,805.712585,1142539
2023-07-27,809.799988,813.450012,800.000000,800.549988,799.371887,1064361
2023-07-28,800.000000,806.599976,796.500000,804.250000,803.066406,872944
2023-07-31,804.250000,807.549988,795.500000,804.400024,803.216248,1243742
2023-08-01,809.900024,814.849976,798.950012,800.700012,799.521667,1619746
2023-08-02,803.799988,809.849976,800.049988,808.099976,806.910767,1302623
2023-08-03,810.000000,832.000000,803.049988,822.599976,821.389404,3626281
2023-08-04,834.900024,839.049988,821.950012,825.299988,824.085449,3281000
2023-08-07,830.000000,834.000000,820.000000,824.099976,822.887207,1564872
2023-08-08,825.799988,831.000000,814.000000,820.250000,819.042908,1260415
2023-08-09,820.500000,831.799988,802.650024,823.200012,821.988586,2779124
2023-08-10,825.900024,828.000000,815.099976,818.500000,817.295471,1384548
2023-08-11,820.799988,855.000000,820.799988,849.400024,848.150024,3306996
2023-08-14,850.049988,872.000000,833.799988,868.150024,868.150024,2376829
2023-08-16,867.900024,903.000000,856.250000,890.349976,890.349976,3032284
2023-08-17,898.799988,934.650024,874.700012,893.650024,893.650024,4035945
2023-08-18,890.000000,915.000000,887.099976,899.250000,899.250000,2529422
2023-08-21,899.599976,912.000000,890.200012,899.299988,899.299988,1211362
2023-08-22,900.000000,920.000000,899.299988,906.000000,906.000000,1428858
2023-08-23,908.900024,911.700012,880.200012,887.250000,887.250000,1478508
2023-08-24,888.000000,893.150024,875.299988,884.799988,884.799988,1334248
2023-08-25,884.250000,884.799988,865.250000,873.849976,873.849976,1301554
2023-08-28,874.849976,877.400024,859.049988,874.500000,874.500000,1054338
2023-08-29,877.950012,894.000000,875.049988,888.950012,888.950012,1133167
2023-08-30,891.000000,903.299988,883.250000,900.549988,900.549988,1073236
2023-08-31,903.849976,909.000000,888.349976,899.500000,899.500000,2172164
2023-09-01,902.000000,913.200012,897.599976,910.450012,910.450012,973530
2023-09-04,917.950012,926.000000,913.049988,923.049988,923.049988,1713949
2023-09-05,927.450012,942.000000,918.299988,935.799988,935.799988,1412612
2023-09-06,935.799988,937.250000,907.049988,925.500000,925.500000,1148148
2023-09-07,925.400024,939.950012,917.000000,920.500000,920.500000,1207135
2023-09-08,920.500000,923.599976,905.049988,909.900024,909.900024,1788138
2023-09-11,917.950012,922.000000,905.900024,919.599976,919.599976,1015039
2023-09-12,926.799988,931.000000,906.549988,919.950012,919.950012,2431229
2023-09-13,919.950012,923.450012,903.049988,913.299988,913.299988,1148032
2023-09-14,917.000000,920.950012,910.700012,914.400024,914.400024,788084
2023-09-15,916.250000,926.900024,914.400024,915.650024,915.650024,779234
2023-09-18,917.150024,920.000000,908.049988,912.099976,912.099976,1172282
2023-09-20,909.849976,916.000000,900.349976,904.650024,904.650024,1283808
2023-09-21,906.150024,917.000000,891.799988,914.500000,914.500000,1114688
2023-09-22,914.500000,920.549988,906.349976,918.250000,918.250000,1478798
2023-09-25,917.000000,929.500000,910.200012,926.000000,926.000000,1190495
2023-09-26,932.299988,974.900024,927.150024,967.549988,967.549988,4971977
2023-09-27,968.599976,974.450012,958.150024,967.099976,967.099976,1927748
2023-09-28,972.799988,974.750000,942.349976,945.900024,945.900024,1086819
2023-09-29,946.599976,979.000000,938.049988,945.700012,945.700012,2440479
2023-10-03,946.799988,946.950012,908.049988,928.299988,928.299988,2331492
2023-10-04,927.950012,927.950012,909.000000,920.450012,920.450012,2472796
2023-10-05,923.450012,928.799988,920.000000,921.099976,921.099976,1918273
2023-10-06,922.250000,932.000000,922.099976,927.049988,927.049988,1438968
2023-10-09,918.000000,932.000000,911.099976,928.950012,928.950012,858676
2023-10-10,930.099976,931.000000,922.000000,927.950012,927.950012,1392621
2023-10-11,943.000000,951.000000,914.000000,917.650024,917.650024,2740385
2023-10-12,922.500000,929.950012,910.049988,924.700012,924.700012,1749190
2023-10-13,911.000000,932.000000,911.000000,929.500000,929.500000,1345837
2023-10-16,929.400024,929.500000,917.799988,922.650024,922.650024,1820084
2023-10-17,928.000000,933.900024,918.000000,930.099976,930.099976,1841031
2023-10-18,926.500000,926.500000,915.000000,925.349976,925.349976,2589087
2023-10-19,918.000000,944.000000,910.049988,934.599976,934.599976,2419958
2023-10-20,933.099976,933.099976,917.400024,926.200012,926.200012,1706260
2023-10-23,917.000000,927.349976,916.000000,922.750000,922.750000,1297542
2023-10-25,921.000000,922.000000,876.250000,884.200012,884.200012,3644050
2023-10-26,879.799988,880.000000,828.150024,872.450012,872.450012,4594411
2023-10-27,879.900024,926.000000,877.000000,921.450012,921.450012,2410663
2023-10-30,921.400024,931.000000,910.750000,916.450012,916.450012,1778116
2023-10-31,920.400024,923.900024,903.299988,908.799988,908.799988,2231765
2023-11-01,912.799988,927.599976,911.200012,918.250000,918.250000,1697834
2023-11-02,925.000000,937.500000,920.049988,926.150024,926.150024,1070165
2023-11-03,934.799988,955.900024,926.150024,951.849976,951.849976,1888793
2023-11-06,958.799988,965.700012,937.599976,945.650024,945.650024,3596930
2023-11-07,949.900024,998.500000,947.400024,991.200012,991.200012,4915974
2023-11-08,1008.500000,1024.000000,997.099976,1008.849976,1008.849976,2631091
2023-11-09,1015.000000,1015.000000,996.700012,1002.549988,1002.549988,1256722
2023-11-10,1003.799988,1014.250000,993.700012,1009.049988,1009.049988,1218861
2023-11-13,1012.000000,1016.250000,1002.349976,1008.750000,1008.750000,1299695
